Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Conditions
"Delhi, DL, India",09-01-2019,32.8,27,29.9,41,83.1,0,0,19.1,104.67,3,59.9,78.95,"Rain, Partially cloudy"
"Delhi, DL, India",09-02-2019,35.8,27,31.4,46.9,0,0,0,10.6,114.67,3,48.4,72.83,Partially cloudy
"Delhi, DL, India",09-03-2019,35.8,29,31.9,46.4,0,0,0,10.8,119.92,2.4,61.5,72.79,Partially cloudy
"Delhi, DL, India",09-04-2019,35.6,29,31.4,48.9,0.55,0,0,13,87.83,2.2,64.6,76.94,"Rain, Partially cloudy"
"Delhi, DL, India",09-05-2019,35.5,28,31,46.5,0.4,0,0,18.4,105.29,3,60,76.32,"Rain, Partially cloudy"
"Delhi, DL, India",09-06-2019,36.2,29,30.8,47.1,0.39,0,0,18.4,114.38,3.2,60.9,75.5,"Rain, Partially cloudy"
"Delhi, DL, India",09-07-2019,34.8,27,30,44.3,47,0,0,14.8,98.48,2.8,63.6,80.03,"Rain, Partially cloudy"
"Delhi, DL, India",09-08-2019,35.2,27,31,45,47,0,0,13,73.58,2.7,56,74.87,"Rain, Partially cloudy"
"Delhi, DL, India",09-09-2019,36.2,29,32.3,44,0,0,0,14.8,214.67,3,44.3,67.25,Partially cloudy
"Delhi, DL, India",09-10-2019,36.7,28.4,32.6,44.7,0,0,0,11.2,160.96,2.9,47.6,65.07,Partially cloudy
"Delhi, DL, India",09-11-2019,38,29,33,46.6,0,0,0,9.4,114.96,2.7,40.8,64.54,Partially cloudy
"Delhi, DL, India",09-12-2019,36.6,30,32.3,49.8,0,0,0,20.6,116.5,2.7,47.4,72.24,Partially cloudy
"Delhi, DL, India",09/13/2019,35.8,28,31.8,47.2,0,0,0,13,100.5,3,42.4,73.3,Partially cloudy
"Delhi, DL, India",09/14/2019,34.8,28,31.2,44.1,0,0,0,14.1,84.04,3.3,56,71.65,Partially cloudy
"Delhi, DL, India",09/15/2019,33.6,28,30.1,44.1,2.9,0,0,13,110.29,2.7,57.9,78.19,"Rain, Partially cloudy"
"Delhi, DL, India",09/16/2019,36,27.9,31.5,44.3,0,0,0,9.4,151.83,2.9,46.3,71.62,Partially cloudy
"Delhi, DL, India",09/17/2019,36,28,31.4,43.9,10.3,0,0,14.1,167.17,3,48.9,68.12,"Rain, Partially cloudy"
"Delhi, DL, India",09/18/2019,34.7,26.8,30.3,43.8,0,0,0,18.4,94.96,3.6,38.5,68.95,Partially cloudy
"Delhi, DL, India",09/19/2019,31.8,25.9,28.5,37.4,0.3,0,0,16.6,95.08,3.2,55,75.67,"Rain, Partially cloudy"
"Delhi, DL, India",09/20/2019,34.6,25.8,29.7,42.3,0,0,0,13,97.63,3.5,45.9,71.97,Partially cloudy
"Delhi, DL, India",09/21/2019,34.6,24,28.4,42,24.49,0,0,13.4,144.13,2.9,59.2,79.29,"Rain, Partially cloudy"
"Delhi, DL, India",09/22/2019,29,24,26.4,33.4,14.56,0,0,15.8,88.57,3.1,59.2,84.9,"Rain, Partially cloudy"
"Delhi, DL, India",09/23/2019,31.8,24,27.4,37,0,0,0,11.2,95.08,3.1,57.5,79.05,Partially cloudy
"Delhi, DL, India",09/24/2019,33.6,24.4,28.2,39.7,0,0,0,12.9,93.08,3.1,54.6,75.52,Partially cloudy
"Delhi, DL, India",09/25/2019,34.6,24,28.4,40,3,0,0,11.8,75.33,3.1,50,75.45,"Rain, Partially cloudy"
"Delhi, DL, India",09/26/2019,33.1,26,28.7,39.7,0,0,0,16.6,92,3.7,51.7,75,Partially cloudy
"Delhi, DL, India",09/27/2019,31.6,25,27.7,37.2,0.6,0,0,14.8,79.58,3.6,55,77.74,"Rain, Partially cloudy"
"Delhi, DL, India",09/28/2019,31.7,24.8,27.5,37,0.8,0,0,18.4,75.83,3.5,51.6,77.79,"Rain, Partially cloudy"
"Delhi, DL, India",09/29/2019,30.8,24,26.8,35.6,9.5,0,0,14.4,88.71,3.3,63.2,80.6,"Rain, Partially cloudy"
"Delhi, DL, India",09/30/2019,30.9,24,26.8,36.9,2.2,0,0,14.8,109.79,3.3,66.2,80.71,"Rain, Partially cloudy"
